source,target,capacity
49,48,5
49,73,28
49,120,50
50,7,64
50,18,65
50,20,24
50,27,51
50,31,25
50,32,54
50,34,5
50,78,20
50,85,53
50,93,4
50,98,33
50,101,54
50,103,29
50,117,32
50,131,58
50,132,23
50,134,60
50,199,49
51,3,13
51,17,10
51,30,25
51,44,59
51,45,13
51,77,70
51,112,39
51,162,38
51,189,25
52,2,55
52,34,15
52,37,68
52,45,16
52,130,5
52,150,69
52,152,25
52,166,11
52,183,17
52,198,3
53,0,43
53,8,17
53,18,4
53,31,40
53,35,57
53,46,23
53,50,65
53,75,7
53,125,55
53,138,4
53,157,35
54,0,34
54,14,4
54,15,21
54,21,20
54,53,18
54,69,35
54,80,65
54,122,49
54,125,57
54,138,66
54,142,6
54,148,15
54,177,34
55,5,34
55,10,24
55,11,18
55,18,9
55,19,56
55,20,68
55,27,58
55,31,62
55,40,15
55,47,61
55,50,46
55,62,22
55,117,39
56,3,62
56,16,4
56,17,33
56,30,17
56,44,35
56,46,31
56,51,7
56,100,54
56,112,38
56,124,32
56,127,62
56,136,49
56,151,33
56,159,15
56,168,34
56,171,40
57,24,58
57,41,30
57,42,34
57,81,38
57,144,38
57,190,4
57,194,14
58,14,60
58,15,49
58,33,50
58,35,26
58,43,11
58,54,66
58,59,38
58,68,41
58,69,62
58,76,20
58,99,25
58,138,35
58,156,4
58,163,61
59,0,33
59,6,30
59,8,33
59,14,41
59,15,67
59,29,33
59,35,65
59,53,41
59,54,68
59,70,55
59,75,36
59,88,5
59,114,8
59,119,5
59,143,57
59,160,50
59,161,52
60,4,53
60,17,68
60,25,30
60,37,23
60,45,57
60,48,1
60,52,22
60,127,2
60,172,37
60,182,39
60,183,10
61,3,37
61,30,59
61,44,52
61,51,70
61,56,20
61,79,13
61,112,37
61,185,60
62,2,38
62,7,59
62,11,22
62,20,58
62,27,37
62,32,8
62,34,53
62,40,7
62,50,36
62,66,17
62,85,56
62,97,52
62,129,44
63,2,60
63,38,69
63,39,25
63,48,70
63,49,31
63,52,51
63,73,41
63,153,62
63,191,56
64,2,68
64,4,21
64,22,25
64,25,66
64,34,65
64,37,63
64,45,27
64,48,27
64,52,5
64,60,66
64,63,18
64,102,51
64,104,34
64,106,43
64,109,43
64,126,21
64,129,34
64,140,17
64,158,27
64,172,57
64,198,34
65,4,62
65,25,46
65,37,10
65,39,49
65,48,47
65,49,23
65,52,16
65,60,1
65,63,64
65,73,44
65,153,3
66,2,60
66,7,14
66,11,17
66,20,39
66,34,16
66,50,36
66,55,34
66,63,59
66,85,51
66,117,69
66,126,48
66,172,33
67,6,11
67,8,26
67,9,11
67,15,35
67,29,50
67,33,54
67,35,3
67,54,51
67,58,7
67,59,17
67,68,49
67,70,59
67,94,9
67,119,55
67,137,29
67,138,65
67,186,52
68,6,9
68,9,29
68,12,11
68,14,48
68,15,25
68,19,25
68,29,5
68,33,42
68,36,34
68,43,64
68,53,35
68,54,66
68,59,6
68,72,56
68,74,47
68,75,54
68,111,3
68,119,50
68,122,68
68,156,21
68,176,50
68,180,41
69,0,49
69,6,26
69,8,52
69,14,49
69,15,55
69,21,61
69,24,67
69,33,43
69,35,8
69,42,60
69,59,59
69,67,26
69,68,43
69,122,66
69,138,21
69,157,31
69,160,8
69,163,12
69,184,50
70,6,68
70,9,3
70,13,6
70,14,21
70,18,58
70,23,64
70,29,7
70,36,14
70,53,69
70,68,21
70,74,4
70,80,30
70,103,56
70,163,50
70,180,15
71,3,2
71,16,69
71,45,30
71,46,21
71,56,49
71,57,61
71,61,27
71,77,29
71,128,45
71,165,8
72,0,59
72,8,48
72,14,30
72,15,69
72,19,40
72,21,7
72,23,63
72,29,45
72,43,44
72,53,62
72,54,32
72,59,17
72,67,31
72,69,61
72,70,1
72,88,30
72,91,52
72,118,11
72,119,30
72,122,70
72,193,51
72,197,34
73,2,15
73,4,62
73,34,47
73,37,28
73,39,21
73,52,18
73,60,2
73,64,12
73,102,70
73,126,34
73,150,55
74,9,14
74,12,49
74,13,47
74,14,14
74,18,54
74,19,41
74,23,44
74,29,54
74,36,4
74,43,41
74,72,26
74,138,28
75,13,64
75,14,29
75,18,6
75,19,3
75,23,45
75,29,17
75,36,67
75,43,69
75,67,21
75,70,14
75,72,20
75,74,30
75,163,41
75,175,33
75,176,10
75,193,60
76,1,32
76,24,19
76,33,61
76,69,28
76,105,13
77,3,51
77,16,57
77,17,52
77,30,45
77,45,22
77,56,12
77,61,35
77,124,57
77,127,29
77,136,4
77,158,39
77,166,29
77,168,39
78,2,62
78,7,40
78,11,4
78,27,1
78,34,47
78,40,45
78,55,10
78,62,59
78,66,32
78,86,46
78,90,40
78,145,3
79,16,41
79,17,42
79,30,59
79,51,69
79,56,53
79,71,68
79,77,43
79,110,30
79,124,6
79,136,30
79,147,35
79,162,65
79,185,16
79,188,26
80,0,64
80,6,51
80,13,1
80,14,24
80,18,64
80,19,1
80,21,28
80,23,29
80,29,29
80,35,34
80,43,21
80,53,69
80,59,23
80,67,51
80,68,61
80,72,7
80,74,63
80,75,40
80,103,56
80,143,15
80,156,12
80,161,69
81,24,59
81,42,64
81,194,2
82,21,60
82,35,2
82,41,12
82,54,54
82,56,5
82,57,31
82,71,9
82,81,51
82,144,31
82,148,22
82,159,52
82,180,4
83,1,5
83,26,2
83,42,51
83,58,17
83,76,3
83,95,41
83,99,59
83,192,46
84,38,37
84,39,67
84,49,67
84,63,46
84,65,56
84,126,68
85,7,9
85,11,17
85,20,59
85,27,4
85,34,46
85,37,4
85,38,37
85,40,2
85,48,56
85,63,40
85,78,34
85,89,57
85,90,7
85,117,21
85,129,8
85,172,61
85,195,14
86,2,37
86,11,22
86,38,20
86,49,55
86,62,47
86,63,42
86,66,11
86,84,4
86,85,26
86,97,61
86,129,68
87,26,2
87,33,26
87,58,47
87,76,35
87,83,64
87,94,20
87,96,66
87,192,28
88,0,53
88,6,39
88,16,6
88,21,6
88,22,43
88,46,41
88,53,47
88,54,37
88,69,64
88,71,18
88,82,16
88,106,15
88,113,63
88,140,51
88,154,19
88,170,33
88,175,42
88,177,66
89,2,25
89,7,63
89,18,27
89,27,66
89,31,37
89,34,47
89,40,19
89,50,49
89,53,37
89,55,52
89,62,46
89,66,18
89,78,40
89,90,65
89,134,5
89,140,48
89,145,38
90,2,68
90,7,57
90,11,68
90,18,61
90,27,34
90,31,68
90,34,22
90,40,67
90,50,4
90,55,25
90,62,60
90,66,57
90,86,66
90,117,24
90,134,66
91,12,43
91,15,53
91,23,14
91,29,11
91,33,41
91,35,50
91,43,56
91,58,63
91,59,15
91,67,27
91,68,18
91,69,16
91,70,33
91,74,59
91,75,12
91,80,68
91,94,17
91,122,10
91,176,6
92,22,38
92,45,26
92,46,54
92,56,67
92,64,27
92,71,7
92,77,5
92,82,35
92,88,46
92,102,1
92,152,29
92,154,38
92,159,34
92,166,34
92,179,61
93,7,10
93,10,41
93,11,58
93,18,54
93,19,34
93,23,64
93,32,23
93,40,45
93,55,35
93,70,52
93,74,67
93,75,68
93,89,11
93,90,29
93,108,48
93,167,15
94,9,20
94,13,36
94,14,38
94,29,45
94,43,34
94,58,22
94,59,29
94,68,27
94,69,20
94,72,64
94,80,6
94,119,10
94,122,35
94,146,16
94,161,1
94,181,6
95,24,42
95,33,28
95,42,55
95,69,47
95,76,28
95,81,46
95,87,70
95,186,9
95,190,35
96,24,40
96,26,29
96,58,58
96,76,32
96,83,62
96,95,44
96,144,3
96,181,38
96,184,30
97,2,70
97,7,48
97,11,40
97,27,47
97,40,53
97,50,41
97,55,18
97,63,9
97,66,52
97,78,30
97,85,19
97,89,53
97,90,15
97,126,38
97,164,26
98,5,29
98,7,24
98,11,41
98,18,20
98,23,11
98,32,60
98,40,66
98,47,60
98,55,9
98,74,34
98,75,31
98,93,36
98,132,13
98,133,27
99,1,48
99,26,63
99,33,51
99,41,23
99,42,37
99,69,10
99,76,30
99,87,6
99,95,66
99,96,41
99,105,68
99,116,19
100,3,38
100,16,52
100,44,11
100,57,52
100,61,5
100,71,17
100,82,15
100,112,19
100,149,67
100,155,61
100,165,26
100,168,7
100,170,42
101,7,18
101,19,31
101,32,60
101,55,11
101,93,66
101,98,13
101,103,66
101,108,36
101,133,8
101,141,36
101,199,40
102,0,59
102,2,42
102,6,17
102,20,15
102,21,2
102,31,45
102,34,29
102,46,42
102,52,22
102,53,43
102,88,43
102,89,22
102,129,33
102,140,4
102,151,40
102,169,9
102,172,40
102,178,67
102,179,36
103,10,3
103,11,58
103,18,15
103,19,50
103,47,53
103,53,13
103,55,62
103,72,64
103,74,26
103,75,69
103,89,46
103,90,63
103,93,43
103,98,25
103,117,20
103,176,39
104,0,54
104,16,11
104,21,21
104,45,65
104,46,64
104,56,26
104,71,26
104,77,17
104,82,12
104,88,55
104,92,10
104,102,31
104,113,39
104,151,56
104,157,21
104,169,35
105,33,69
105,58,38
105,83,10
105,87,24
105,95,21
105,96,1
105,116,50
105,184,22
106,0,8
106,8,70
106,15,4
106,16,68
106,21,32
106,31,17
106,46,35
106,53,55
106,54,9
106,71,33
106,82,6
106,92,57
106,102,38
106,104,58
106,148,16
106,157,39
106,169,12
106,170,27
107,39,48
107,49,27
107,63,3
107,84,11
107,85,43
107,86,37
107,97,27
108,7,64
108,19,47
108,23,52
108,28,37
108,32,25
108,36,12
108,47,52
108,50,20
108,55,42
108,70,24
108,74,23
108,75,24
108,98,47
108,103,25
108,133,70
108,174,63
108,199,25
109,0,27
109,6,49
109,15,42
109,16,28
109,22,12
109,53,29
109,54,63
109,56,12
109,71,67
109,82,44
109,88,37
109,92,10
109,102,29
109,104,58
109,106,56
109,113,51
109,140,63
109,151,4
110,25,27
110,30,13
110,51,4
110,56,3
110,77,17
110,124,46
110,127,16
110,178,60
111,9,1
111,12,57
111,13,25
111,15,7
111,29,30
111,33,1
111,35,4
111,36,15
111,58,10
111,59,27
111,67,27
111,69,48
111,70,22
111,72,61
111,74,70
111,75,25
111,80,70
111,91,48
111,94,48
111,116,1
111,146,30
111,160,17
111,163,12
112,3,56
112,71,24
112,79,19
112,124,33
112,128,63
113,0,26
113,2,42
113,18,21
113,20,62
113,21,25
113,22,12
113,34,22
113,40,8
113,46,12
113,50,13
113,53,8
113,64,37
113,89,44
113,90,24
113,92,41
113,102,25
113,103,17
113,106,6
113,117,20
113,131,68
113,134,37
113,148,14
113,159,12
113,166,5
113,169,20
113,191,46
113,195,4
114,14,30
114,33,9
114,35,49
114,58,57
114,67,52
114,68,33
114,69,27
114,83,38
114,87,70
114,91,23
114,94,51
114,105,62
114,111,54
114,137,10
114,143,32
114,156,51
115,2,1
115,11,60
115,18,66
115,22,49
115,31,32
115,37,4
115,40,21
115,46,50
115,48,8
115,50,16
115,53,35
115,62,55
115,63,51
115,64,52
115,66,33
115,73,65
115,85,45
115,89,61
115,90,39
115,97,3
115,102,52
115,106,34
115,113,61
115,129,3
115,134,70
115,187,60
116,1,18
116,26,51
116,33,37
116,58,28
116,67,33
116,69,34
116,76,14
116,83,8
116,87,29
116,94,54
116,95,55
116,96,27
116,114,66
116,146,38
116,160,28
116,173,7
117,2,70
117,7,17
117,11,64
117,18,55
117,20,23
117,27,49
117,31,64
117,34,57
117,40,16
117,53,9
117,62,21
117,75,9
117,78,70
117,89,67
117,93,62
117,98,28
117,102,39
117,115,6
117,132,30
117,176,67
118,0,8
118,6,54
118,8,29
118,9,25
118,14,17
118,15,70
118,21,13
118,33,5
118,43,27
118,53,38
118,54,68
118,58,40
118,59,23
118,67,55
118,68,57
118,69,20
118,70,38
118,74,15
118,75,69
118,80,11
118,88,1
118,91,16
118,94,17
118,111,12
118,114,25
118,122,47
118,161,43
118,181,62
118,197,58
119,6,29
119,8,55
119,14,13
119,15,6
119,21,15
119,29,54
119,33,6
119,35,48
119,42,32
119,54,14
119,58,47
119,69,15
119,80,5
119,88,32
119,91,6
119,99,29
119,111,28
119,114,2
119,116,45
119,118,40
119,157,41
119,161,29
119,175,1
119,184,2
119,192,17
120,2,53
120,34,6
120,38,44
120,39,4
120,48,3
120,52,45
120,63,10
120,65,6
120,66,47
120,73,6
120,84,20
120,85,12
120,86,26
120,97,70
120,107,15
120,115,40
120,129,10
120,130,65
120,164,42
120,172,26
120,191,16
120,195,44
121,4,69
121,25,2
121,39,58
121,49,42
121,52,35
121,60,8
121,63,60
121,64,10
121,65,5
121,73,11
121,120,22
121,126,68
121,127,38
121,147,61
122,15,32
122,29,19
122,33,24
122,35,62
122,43,21
122,58,41
122,59,3
122,67,43
122,76,64
122,83,50
122,87,55
122,99,17
122,105,47
122,111,24
122,114,28
122,116,44
122,119,2
122,143,19
122,156,34
122,160,23
122,181,28
122,186,16
123,5,54
123,10,45
123,12,6
123,36,39
123,101,33
123,108,38
124,3,48
124,17,42
124,30,61
124,44,23
124,45,32
124,51,70
124,61,31
124,71,50
124,92,45
124,100,65
124,104,40
124,135,21
124,162,35
125,8,20
125,15,26
125,16,11
125,46,41
125,59,55
125,71,53
125,82,62
125,88,65
125,92,26
125,102,63
125,104,29
125,106,34
125,109,15
125,113,67
125,165,37
126,2,56
126,34,51
126,37,45
126,38,22
126,48,42
126,49,66
126,52,27
126,60,64
126,63,5
126,65,22
126,85,40
126,86,58
126,107,45
126,115,43
126,120,27
126,187,27
127,3,46
127,4,59
127,17,24
127,25,10
127,30,35
127,45,3
127,51,7
127,52,68
127,64,23
127,79,70
127,92,64
127,124,23
127,152,19
127,162,58
127,185,11
127,188,8
127,198,7
128,3,9
128,30,19
128,56,12
128,57,16
128,61,39
128,77,53
128,82,32
128,100,41
128,104,4
128,124,31
128,168,45
128,185,29
128,189,70
129,2,30
129,11,6
129,22,33
129,27,26
129,31,41
129,34,60
129,37,47
129,38,70
129,40,3
129,48,11
129,52,61
129,63,15
129,66,10
129,73,3
129,78,55
129,89,55
129,90,41
129,97,40
129,113,13
129,117,10
129,121,18
129,126,45
129,172,33
130,4,35
130,34,49
130,37,22
130,39,34
130,48,61
130,49,57
130,60,49
130,63,10
130,64,20
130,65,48
130,66,70
130,73,9
130,84,63
130,85,19
130,86,27
130,107,37
130,121,26
130,126,12
130,129,44
130,139,15
130,150,32
130,179,51
130,183,20
130,195,42
131,6,3
131,8,28
131,15,7
131,18,5
131,20,1
131,21,20
131,22,46
131,23,63
131,29,29
131,31,43
131,40,7
131,53,3
131,59,9
131,68,30
131,70,64
131,72,50
131,74,49
131,75,24
131,80,52
131,88,43
131,89,40
131,102,2
131,103,56
131,106,16
131,109,61
131,115,55
131,117,45
131,118,45
131,125,52
131,132,21
131,169,15
132,7,30
132,10,8
132,11,57
132,18,21
132,19,12
132,20,41
132,23,5
132,27,44
132,32,17
132,34,24
132,40,31
132,55,62
132,62,43
132,66,48
132,75,37
132,78,24
132,89,28
132,90,41
132,93,17
132,101,56
132,103,33
132,108,18
132,115,53
132,191,8
133,9,69
133,10,20
133,12,63
133,13,32
133,28,20
133,36,4
133,43,26
133,70,49
133,74,16
133,75,11
133,93,14
133,103,58
133,123,3
133,156,41
133,196,59
134,0,30
134,2,9
134,11,14
134,18,13
134,20,7
134,21,55
134,22,60
134,27,63
134,31,52
134,34,61
134,40,7
134,53,15
134,55,45
134,66,53
134,93,24
134,102,52
134,103,32
134,106,19
134,117,7
134,129,67
134,131,41
134,132,54
134,169,3
134,175,9
135,3,22
135,17,9
135,44,50
135,45,59
135,51,6
135,56,13
135,61,35
135,71,12
135,77,45
135,79,41
135,100,47
135,110,50
135,112,44
135,127,15
135,128,25
135,152,16
135,170,55
135,189,65
136,16,50
136,17,19
136,22,25
136,45,34
136,61,69
136,64,10
136,71,63
136,82,46
136,88,14
136,92,22
136,102,17
136,104,39
136,106,22
136,109,39
136,124,35
136,125,51
136,127,26
136,128,43
136,135,22
136,159,27
136,170,57
137,13,47
137,14,60
137,33,8
137,58,13
137,68,6
137,69,19
137,87,66
137,91,43
137,94,35
137,111,41
137,116,46
137,118,26
137,119,40
137,122,6
137,160,51
138,6,43
138,8,1
138,9,47
138,13,54
138,14,54
138,21,40
138,29,39
138,33,6
138,35,18
138,43,59
138,59,43
138,68,45
138,70,35
138,72,55
138,75,22
138,80,1
138,91,4
138,94,6
138,111,62
138,114,45
138,118,3
138,119,33
138,122,41
138,137,8
138,143,23
138,161,26
139,2,4
139,27,62
139,38,9
139,39,15
139,49,22
139,62,13
139,63,21
139,66,19
139,78,11
139,84,40
139,85,28
139,86,7
139,97,2
139,107,40
139,120,70
139,126,30
139,129,57
140,2,66
140,6,50
140,20,18
140,21,39
140,22,36
140,31,56
140,34,31
140,46,48
140,50,6
140,53,67
140,90,15
140,103,67
140,106,22
140,113,52
140,115,6
140,117,22
140,125,31
140,129,47
140,131,29
140,132,63
140,134,55
140,166,7
140,175,21
140,179,12
140,191,62
141,5,29
141,12,13
141,19,63
141,23,4
141,28,65
141,29,51
141,36,4
141,47,41
141,55,60
141,70,37
141,74,50
141,75,37
141,93,32
141,98,24
141,103,39
141,108,60
141,123,7
141,132,39
141,133,66
141,196,61
142,0,59
142,6,56
142,8,5
142,14,10
142,15,55
142,29,50
142,33,18
142,35,18
142,42,35
142,53,16
142,58,11
142,59,30
142,67,61
142,68,46
142,69,54
142,72,32
142,80,7
142,88,51
142,91,24
142,94,18
142,111,36
142,114,58
142,118,36
142,119,13
142,122,18
142,137,37
142,138,66
142,163,68
142,197,25
143,35,67
143,54,50
143,58,51
143,67,11
143,68,20
143,69,63
143,72,52
143,76,49
143,83,41
143,87,49
143,91,11
143,94,47
143,99,66
143,111,2
143,116,17
143,118,14
143,119,33
143,137,39
143,142,70
143,175,31
143,177,22
143,180,69
144,8,64
144,15,56
144,33,5
144,35,20
144,41,20
144,42,20
144,54,66
144,58,10
144,59,65
144,67,56
144,69,8
144,76,54
144,81,56
144,88,21
144,95,25
144,99,55
144,118,18
144,119,14
144,122,45
144,138,17
144,142,67
144,143,34
144,146,49
144,155,37
144,177,67
144,192,15
145,11,56
145,20,35
145,34,31
145,38,52
145,40,46
145,62,37
145,63,12
145,66,36
145,84,66
145,85,63
145,86,28
145,90,21
145,97,3
145,107,37
145,115,27
145,120,22
145,126,26
145,129,53
145,130,49
145,139,55
145,164,38
146,1,5
146,33,13
146,35,69
146,58,56
146,67,52
146,69,69
146,76,47
146,83,4
146,87,20
146,95,63
146,96,28
146,99,53
146,105,18
146,114,3
146,119,70
146,122,62
146,137,21
146,138,27
146,142,3
146,143,51
146,192,58
147,4,23
147,25,45
147,37,66
147,45,61
147,46,13
147,48,14
147,52,41
147,60,65
147,64,62
147,73,61
147,77,53
147,92,5
147,110,14
147,127,64
147,178,63
148,0,67
148,6,60
148,8,6
148,15,61
148,21,20
148,22,41
148,35,33
148,46,19
148,53,29
148,59,54
148,71,42
148,88,9
148,92,24
148,102,67
148,104,42
148,109,27
148,125,5
148,131,7
148,136,19
148,140,2
148,142,16
148,177,4
149,24,62
149,41,42
149,57,36
149,61,43
149,71,63
149,81,2
149,82,65
149,128,47
150,25,20
150,37,50
150,48,67
150,60,8
150,64,47
150,65,17
150,121,48
150,127,63
150,147,70
150,152,67
150,178,14
150,182,37
150,195,56
151,16,51
151,17,16
151,30,44
151,45,37
151,46,45
151,64,70
151,71,25
151,77,14
151,79,68
151,82,50
151,92,57
151,106,47
151,124,59
151,125,50
151,127,18
151,128,18
151,135,19
151,136,58
151,147,4
151,148,24
151,170,23
151,171,14
151,178,20
152,4,27
152,17,42
152,25,16
152,51,3
152,56,57
152,60,54
152,64,39
152,73,50
152,77,70
152,79,60
152,110,26
152,121,42
152,124,11
152,147,52
152,151,50
152,153,67
152,182,55
152,198,12
153,4,61
153,25,22
153,37,51
153,39,25
153,48,11
153,49,13
153,52,66
153,60,45
153,64,12
153,73,31
153,120,32
153,121,31
153,126,47
153,127,33
153,130,5
153,147,40
153,150,27
153,198,10
154,0,28
154,6,42
154,20,50
154,22,15
154,31,34
154,46,39
154,53,16
154,54,13
154,59,10
154,72,34
154,82,2
154,89,25
154,102,16
154,104,12
154,106,16
154,109,59
154,113,52
154,115,10
154,118,4
154,125,25
154,131,44
154,134,26
154,136,41
154,140,9
154,148,33
154,151,37
154,157,26
154,158,22
154,166,34
154,180,57
155,24,10
155,41,47
155,42,47
155,57,28
155,81,60
155,82,62
155,128,26
155,149,70
155,190,12
156,9,34
156,12,40
156,13,13
156,19,36
156,23,60
156,29,40
156,43,8
156,67,20
156,70,33
156,72,55
156,74,19
156,75,34
156,91,36
156,94,8
156,111,41
156,137,51
156,138,58
156,143,13
156,160,19
156,197,17
157,0,64
157,6,58
157,8,53
157,35,8
157,46,59
157,54,40
157,59,39
157,71,42
157,72,53
157,82,28
157,88,25
157,92,36
157,102,6
157,109,7
157,118,46
157,125,40
157,131,17
157,136,13
157,142,14
157,144,56
157,148,17
157,158,40
157,165,33
158,0,59
158,8,60
158,16,23
158,22,58
158,45,5
158,56,25
158,71,7
158,82,59
158,88,48
158,92,42
158,102,7
158,104,44
158,106,31
158,109,5
158,124,14
158,125,28
158,127,18
158,128,7
158,136,69
158,148,2
158,151,19
158,159,37
158,168,3
158,169,36
158,178,62
158,185,59
159,0,16
159,6,21
159,8,64
159,16,13
159,20,14
159,21,7
159,22,23
159,31,29
159,46,48
159,53,40
159,64,17
159,71,55
159,77,43
159,88,60
159,102,43
159,104,39
159,106,32
159,109,55
159,115,23
159,125,61
159,131,55
159,140,46
159,148,63
159,151,51
159,154,20
159,157,23
159,166,22
159,168,47
160,13,62
160,33,19
160,35,22
160,58,18
160,67,44
160,68,30
160,72,17
160,87,4
160,91,35
160,94,34
160,105,44
160,114,16
160,118,38
160,119,59
160,138,17
160,142,43
160,143,49
160,146,53
160,161,57
160,192,67
160,193,9
161,9,55
161,13,48
161,14,69
161,15,22
161,29,55
161,33,1
161,35,49
161,43,15
161,58,64
161,67,20
161,68,36
161,69,45
161,72,8
161,87,22
161,91,55
161,111,39
161,114,58
161,116,30
161,122,42
161,137,25
