source,target,capacity
37,19,56
37,40,4
37,68,44
37,81,16
37,89,68
37,95,38
38,19,54
38,37,62
38,40,3
38,63,2
38,64,3
38,68,9
38,72,64
39,10,42
39,36,62
39,38,45
39,82,48
39,91,21
39,97,6
40,9,56
40,10,6
41,0,55
41,13,70
41,17,68
41,26,8
41,27,11
41,77,50
42,5,57
42,6,27
42,15,24
42,22,67
42,24,61
42,25,35
42,54,7
43,3,27
43,4,16
43,11,58
43,21,21
43,30,68
43,37,32
43,69,65
43,71,62
43,83,45
44,36,17
44,38,33
44,63,9
45,10,47
45,25,20
45,29,2
45,31,56
45,40,40
45,42,61
45,81,60
45,97,7
46,5,39
46,7,4
46,8,58
46,9,54
46,22,20
46,25,23
46,31,23
46,75,52
46,88,4
46,94,56
47,2,4
47,4,22
47,12,58
47,16,21
47,55,29
47,58,14
47,61,30
47,62,31
47,96,8
48,3,40
48,4,25
48,11,54
48,20,27
48,21,31
48,23,14
48,26,22
48,27,70
48,30,68
48,32,57
48,33,21
48,34,46
48,35,7
48,43,51
48,86,65
48,88,16
48,94,34
49,20,61
49,35,70
49,41,22
49,77,41
50,4,11
50,12,11
50,32,25
50,47,39
50,85,62
51,7,7
51,14,22
51,20,17
51,46,66
51,49,43
51,54,64
51,66,1
52,8,10
52,24,23
52,29,62
52,31,12
52,40,42
52,42,63
52,45,33
52,99,39
53,1,61
53,4,60
53,12,15
53,32,14
53,47,18
53,61,43
53,78,53
53,96,42
54,7,21
54,8,30
54,9,68
54,15,39
54,25,65
54,31,32
54,46,68
54,73,38
54,74,65
54,88,66
55,3,55
55,4,39
55,12,30
55,23,33
55,32,24
55,34,67
55,50,15
55,53,46
55,85,67
56,6,51
56,7,41
56,15,5
56,22,31
56,25,49
56,46,56
56,51,26
56,54,55
56,66,44
57,4,56
57,23,37
57,32,20
57,48,67
57,50,49
57,55,3
57,84,61
58,2,55
58,12,67
58,50,8
58,53,12
58,55,4
58,92,61
59,12,37
59,16,17
59,47,68
59,50,7
59,53,10
59,55,56
59,58,48
59,61,41
60,10,17
60,28,63
60,36,27
60,38,51
60,39,61
60,67,7
60,81,68
60,89,40
60,91,47
60,97,59
61,4,56
61,12,50
61,23,68
61,32,56
61,34,45
61,50,49
61,55,17
61,57,58
61,58,63
61,92,27
62,12,29
62,53,11
62,58,64
62,59,41
62,96,55
63,18,4
63,28,6
63,36,69
63,39,44
63,60,32
64,1,36
64,9,66
64,37,42
64,40,40
64,43,44
64,81,26
64,89,3
64,90,7
64,95,16
65,6,66
65,8,67
65,15,64
65,22,51
65,24,22
65,25,22
65,42,12
65,54,22
65,56,59
65,76,48
65,87,6
66,5,5
66,7,66
66,14,18
66,15,54
66,20,36
66,46,1
66,49,25
66,54,9
67,18,7
67,28,39
67,39,50
67,63,35
67,97,48
68,19,14
68,40,65
68,44,24
68,63,25
68,64,49
68,72,50
69,3,48
69,9,60
69,11,64
69,19,59
69,21,5
69,23,62
69,30,44
69,34,35
69,37,22
69,64,2
69,71,20
70,32,26
70,50,6
70,55,47
70,57,43
70,84,22
70,93,41
71,4,37
71,20,35
71,21,36
71,26,38
71,27,47
71,30,27
71,32,37
71,33,10
71,34,68
71,48,41
71,55,43
71,57,29
71,61,61
72,9,33
72,19,50
72,29,59
72,37,17
72,40,31
72,64,66
72,99,44
73,5,50
73,8,25
73,9,67
73,11,7
73,14,17
73,15,59
73,25,42
73,31,62
73,43,59
73,46,63
73,51,24
73,66,7
73,69,32
73,75,9
73,80,42
73,88,7
74,5,22
74,7,49
74,8,57
74,11,23
74,14,69
74,15,11
74,25,26
74,31,1
74,42,32
74,46,31
74,66,29
74,73,46
74,76,26
75,5,63
75,7,23
75,9,7
75,11,57
75,14,30
75,20,60
75,23,6
75,30,21
75,43,30
75,48,24
75,54,50
75,69,44
75,71,9
75,74,56
75,99,36
76,5,20
76,7,54
76,8,66
76,15,25
76,31,37
76,42,44
76,46,29
76,51,24
76,54,38
76,56,17
76,66,57
76,73,14
77,0,24
77,13,30
77,26,18
77,35,4
77,79,6
77,94,16
78,1,1
78,2,25
78,19,41
78,37,69
78,64,41
78,68,43
79,0,50
79,11,46
79,17,13
79,20,44
79,26,52
79,27,8
79,35,25
79,41,34
79,48,3
79,49,56
79,71,1
79,88,8
79,98,48
80,5,68
80,7,40
80,9,29
80,14,52
80,20,59
80,21,17
80,26,21
80,27,32
80,30,42
80,43,16
80,46,24
80,49,42
80,51,4
80,54,48
80,66,45
80,69,69
80,71,25
80,74,46
80,75,5
80,88,55
81,10,39
81,18,3
81,28,29
81,29,14
81,38,37
81,39,63
81,40,10
81,63,5
81,67,59
81,68,68
81,72,65
82,18,12
82,28,26
82,36,18
82,60,69
82,63,9
82,67,26
82,81,15
83,4,57
83,11,9
83,21,32
83,30,54
83,32,29
83,34,20
83,37,38
83,48,70
83,61,68
83,69,40
83,71,35
83,75,40
84,12,38
84,32,41
84,33,58
84,47,50
84,50,10
84,55,22
84,58,24
84,59,28
84,61,53
84,96,52
85,12,7
85,32,1
85,33,43
85,47,33
85,57,53
85,58,2
85,59,13
85,61,12
85,62,67
85,70,6
85,84,49
86,3,68
86,5,54
86,7,39
86,9,48
86,11,53
86,14,9
86,20,62
86,23,17
86,30,53
86,34,40
86,43,59
86,46,5
86,69,62
86,71,61
86,73,40
86,74,23
86,75,50
86,80,70
86,83,70
87,6,20
87,15,16
87,22,33
87,56,63
87,76,17
88,7,1
88,11,56
88,20,13
88,21,31
88,27,48
88,30,26
88,35,66
88,43,69
88,49,65
88,51,8
88,66,15
88,71,30
88,75,69
88,86,13
89,18,4
89,28,36
89,29,47
89,36,66
89,38,3
89,39,39
89,40,22
89,44,7
89,63,51
89,68,9
89,72,34
89,81,11
89,82,10
89,97,19
90,1,60
90,2,69
90,19,12
90,36,18
90,38,5
90,44,26
90,68,62
90,78,3
90,95,4
91,10,57
91,36,5
91,38,17
91,44,6
91,63,23
91,67,47
91,82,66
91,89,18
92,2,53
92,4,5
92,12,5
92,16,59
92,47,46
92,53,29
92,59,45
92,78,68
92,96,52
93,12,67
93,33,41
93,34,7
93,47,18
93,50,62
93,53,25
93,55,51
93,57,61
93,58,68
93,59,38
93,61,66
93,84,21
93,85,42
94,7,4
94,11,64
94,14,31
94,27,8
94,35,21
94,49,2
94,51,21
94,66,44
94,73,45
94,75,7
94,79,59
94,80,26
94,86,7
94,88,33
94,98,21
95,1,46
95,2,31
95,19,55
95,38,60
95,44,12
95,68,47
95,78,69
95,92,67
96,2,29
96,4,52
96,12,62
96,16,9
96,32,32
96,50,13
96,55,12
96,57,48
96,58,38
96,59,59
96,61,42
96,85,35
96,93,38
97,10,50
97,28,66
97,29,70
97,38,6
97,40,29
97,52,27
97,72,19
97,81,61
98,0,13
98,20,63
98,26,65
98,27,26
98,35,58
98,41,29
98,49,24
98,77,45
99,5,69
99,8,40
99,9,41
99,25,60
99,29,41
99,37,24
99,38,67
99,40,55
99,43,8
99,45,39
99,64,59
99,69,15
99,73,17
99,74,60
99,81,1
99,97,11
