source,target,capacity
186,77,27
186,87,2
186,90,49
186,122,8
186,134,49
186,154,23
186,161,2
187,2,11
187,164,33
188,8,25
188,75,45
188,85,9
188,189,5
189,
190,2,14
190,30,12
190,97,35
190,129,4
190,133,6
191,161,41
191,189,17
192,27,34
192,111,3
192,165,4
192,189,2
192,191,5
193,8,2
193,9,27
193,23,35
193,41,32
193,63,16
193,75,12
193,77,9
193,85,11
193,86,39
193,92,49
193,113,7
193,123,5
193,143,9
193,175,19
193,188,36
194,22,32
194,39,12
194,50,21
194,55,19
194,74,50
194,121,34
194,125,11
194,130,39
194,132,3
194,136,26
194,157,24
195,11,46
195,47,48
195,48,4
195,66,43
195,99,13
196,1,37
196,46,41
196,65,24
196,88,2
196,105,2
196,110,27
196,121,41
196,132,12
196,163,40
196,176,41
196,178,21
196,181,43
197,13,37
197,20,15
197,22,16
197,42,38
197,44,30
197,49,5
197,69,31
197,74,40
197,90,2
197,104,29
197,109,3
197,130,31
197,136,35
197,145,13
197,179,4
197,182,16
198,18,36
198,24,26
198,95,29
198,105,25
199,14,15
199,31,28
199,33,48
199,44,21
199,87,41
199,90,17
199,98,38
199,101,19
199,104,38
199,134,15
199,152,2
199,154,44
199,177,43
199,186,16
