source,target,capacity
198,77,7
198,110,32
198,116,7
198,129,9
198,141,19
198,148,9
198,152,18
198,178,1
199,36,10
199,85,42
199,147,11
